PROVIDER;DESCRIPTION;SUBSCRIPTIONID;LOCATION;ASSESSMENTDATE;REQUIREMENTS_ID;REQUIREMENTS_DESCRIPTION;REQUIREMENTS_ATTRIBUTES_FAMILYNAME;REQUIREMENTS_ATTRIBUTES_FAMILYDESCRIPTION;REQUIREMENTS_ATTRIBUTES_SECTION;REQUIREMENTS_ATTRIBUTES_SUBSECTION;REQUIREMENTS_ATTRIBUTES_SUBSECTIONOBJECTIVE;REQUIREMENTS_ATTRIBUTES_APPLICABILITY;REQUIREMENTS_ATTRIBUTES_RECOMMENDATION;REQUIREMENTS_ATTRIBUTES_SECTIONTHREATMAPPINGS;REQUIREMENTS_ATTRIBUTES_SECTIONGUIDELINEMAPPINGS;STATUS;STATUSEXTENDED;RESOURCEID;RESOURCENAME;CHECKID;MUTED
azure;Common Cloud Controls Catalog (CCC) for Azure;4db9fc14-989b-40b7-be4d-5bde1c4d991a;global;2026-04-07 15:21:07.449768;CCC.AuditLog.CN03.AR01;When an attempt is made to disable a log source, then an alert MUST be generated.;Integrity;Controls designed to protected the integrity of Audit Log data.;CCC.AuditLog.CN03 Alert On Audit Log Changes And Access;;Ensure that specific alerts have been configured to detect changes in audit log configuration such as disabling exporting of logs. Alerts MUST also be created to detect changes in retention/object lock policies for exported data log sources/buckets.;['tlp-red', 'tlp-amber'];Ensure alerting is correctly configured ;[{'ReferenceId': 'CCC', 'Identifiers': ['CCC.TH07']}];[{'ReferenceId': 'NIST-CSF', 'Identifiers': ['DE.CM-1']}, {'ReferenceId': 'NIST_800_53', 'Identifiers': ['AU-5', 'AU-6']}];FAIL;No diagnostic settings found in subscription Azure subscription 1.;/subscriptions/4db9fc14-989b-40b7-be4d-5bde1c4d991a;Azure subscription 1;monitor_diagnostic_settings_exists;False
azure;Common Cloud Controls Catalog (CCC) for Azure;4db9fc14-989b-40b7-be4d-5bde1c4d991a;global;2026-04-07 15:21:07.449768;CCC.AuditLog.CN03.AR02;When an attempt is made to alter the retention or object lock status of an external data log source or bucket, then an alert MUST be generated.;Integrity;Controls designed to protected the integrity of Audit Log data.;CCC.AuditLog.CN03 Alert On Audit Log Changes And Access;;Ensure that specific alerts have been configured to detect changes in audit log configuration such as disabling exporting of logs. Alerts MUST also be created to detect changes in retention/object lock policies for exported data log sources/buckets.;['tlp-red', 'tlp-amber'];Ensure alerting is correctly configured ;[{'ReferenceId': 'CCC', 'Identifiers': ['CCC.TH07']}];[{'ReferenceId': 'NIST-CSF', 'Identifiers': ['DE.CM-1']}, {'ReferenceId': 'NIST_800_53', 'Identifiers': ['AU-5', 'AU-6']}];FAIL;No diagnostic settings found in subscription Azure subscription 1.;/subscriptions/4db9fc14-989b-40b7-be4d-5bde1c4d991a;Azure subscription 1;monitor_diagnostic_settings_exists;False
azure;Common Cloud Controls Catalog (CCC) for Azure;4db9fc14-989b-40b7-be4d-5bde1c4d991a;global;2026-04-07 15:21:07.449768;CCC.AuditLog.CN04.AR01;When audit log buckets are created then verify that server access logging MUST be enabled for the audit log bucket, with logs delivered to a separate, secure logging bucket.;Integrity;Controls designed to protected the integrity of Audit Log data.;CCC.AuditLog.CN04 Ensure Access Logging Is Enabled on the Audit Log Bucket;;Ensure that access logging is enabled for the audit log storage bucket to capture all requests made to the bucket, providing an audit trail of data access.;['tlp-red', 'tlp-amber'];Configure the audit log bucket to enable server access logging. Ensure the target logging bucket is configured for appropriate security, including restricted access and immutability. ;[{'ReferenceId': 'CCC', 'Identifiers': ['CCC.TH01', 'CCC.TH09']}];[{'ReferenceId': 'NIST-CSF', 'Identifiers': ['DE.CM-1']}, {'ReferenceId': 'NIST_800_53', 'Identifiers': ['AU-2', 'AU-3']}];FAIL;No diagnostic settings found in subscription Azure subscription 1.;/subscriptions/4db9fc14-989b-40b7-be4d-5bde1c4d991a;Azure subscription 1;monitor_diagnostic_settings_exists;False
azure;Common Cloud Controls Catalog (CCC) for Azure;4db9fc14-989b-40b7-be4d-5bde1c4d991a;global;2026-04-07 15:21:07.449768;CCC.AuditLog.CN05.AR01;When audit logs are exported, then audit logs MUST be present in the configured data location.;Availability;Controls designed to protected the availability of Audit Log data.;CCC.AuditLog.CN05 Export Audit Logs To Bucket;;Configure audit logs to be sent to a external bucket where they can be globally replicated and can be subject to greater access control and data retention polices.;['tlp-red', 'tlp-amber'];Configure audit log exporting. ;[{'ReferenceId': 'CCC', 'Identifiers': ['CCC.TH07']}];[{'ReferenceId': 'NIST-CSF', 'Identifiers': ['PR.PS-04']}, {'ReferenceId': 'NIST_800_53', 'Identifiers': ['AU-9', 'AU-11', 'AU-4']}];FAIL;No diagnostic settings found in subscription Azure subscription 1.;/subscriptions/4db9fc14-989b-40b7-be4d-5bde1c4d991a;Azure subscription 1;monitor_diagnostic_settings_exists;False
azure;Common Cloud Controls Catalog (CCC) for Azure;4db9fc14-989b-40b7-be4d-5bde1c4d991a;global;2026-04-07 15:21:07.449768;CCC.AuditLog.CN06.AR01;When the retention policy is applied, then data MUST be automatically deleted after the configured number of days.;Availability;Controls designed to protected the availability of Audit Log data.;CCC.AuditLog.CN06 Enforce Retention Policy on Audit Log Bucket;;Configure a custom retention policy on the designated audit log bucket to ensure that logs are retained for the correct number of days as defined by your organization's policy.;['tlp-red', 'tlp-amber', 'tlp-green'];Configure the audit log bucket's lifecycle rules or object retention settings to enforce the required data retention period. ;[{'ReferenceId': 'CCC', 'Identifiers': ['CCC.TH06', 'CCC.TH07']}];[{'ReferenceId': 'NIST-CSF', 'Identifiers': ['PR.PS-04']}, {'ReferenceId': 'NIST_800_53', 'Identifiers': ['AU-9', 'AU-11']}];FAIL;No diagnostic settings found in subscription Azure subscription 1.;/subscriptions/4db9fc14-989b-40b7-be4d-5bde1c4d991a;Azure subscription 1;monitor_diagnostic_settings_exists;False
azure;Common Cloud Controls Catalog (CCC) for Azure;4db9fc14-989b-40b7-be4d-5bde1c4d991a;global;2026-04-07 15:21:07.449768;CCC.AuditLog.CN08.AR01;When an attempt is made to delete data before the object lock period expires, then the deletion MUST be denied.;Availability;Controls designed to protected the availability of Audit Log data.;CCC.AuditLog.CN08 Enable Object Lock On Audit Log Bucket;;Ensure that object log is enabled globally on all objects with the bucket. The lock time MUST be configured to meet your organization, legal and compliance goals. Deletion attempts before the lock period MUST be denied.;['tlp-red', 'tlp-amber'];Configure object lock policy. ;[{'ReferenceId': 'CCC', 'Identifiers': ['CCC.TH07']}];[{'ReferenceId': 'NIST-CSF', 'Identifiers': ['PR.PS-04']}, {'ReferenceId': 'NIST_800_53', 'Identifiers': ['AU-9', 'AU-11']}];FAIL;No diagnostic settings found in subscription Azure subscription 1.;/subscriptions/4db9fc14-989b-40b7-be4d-5bde1c4d991a;Azure subscription 1;monitor_diagnostic_settings_exists;False
azure;Common Cloud Controls Catalog (CCC) for Azure;4db9fc14-989b-40b7-be4d-5bde1c4d991a;global;2026-04-07 15:21:07.449768;CCC.AuditLog.CN09.AR01;When restricted fields are accessed by unauthorized users, then those fields MUST remain masked.;Confidentiality;Controls designed to protected the confidentiality of Audit Log data.;CCC.AuditLog.CN09 Restrict Field And Log Type Access;;Configure access to audit logs to follow the principle of least privilege in particular where technically possible limit the log fields users have access to to prevent accidental exposure to sensitive information such as PII.;['tlp-red', 'tlp-amber'];Review field level access controls on audit data. ;[{'ReferenceId': 'CCC', 'Identifiers': ['CCC.TH07']}];[{'ReferenceId': 'NIST-CSF', 'Identifiers': ['PR.PS-04']}, {'ReferenceId': 'NIST_800_53', 'Identifiers': ['AC-6', 'AU-9', 'AC-3', 'PT-2', 'PT-3', 'PT-3']}];FAIL;No diagnostic settings found in subscription Azure subscription 1.;/subscriptions/4db9fc14-989b-40b7-be4d-5bde1c4d991a;Azure subscription 1;monitor_diagnostic_settings_exists;False
azure;Common Cloud Controls Catalog (CCC) for Azure;4db9fc14-989b-40b7-be4d-5bde1c4d991a;global;2026-04-07 15:21:07.449768;CCC.KeyMgmt.CN01.AR01;When a key version is scheduled for deletion or disabled, an alert MUST be generated within five minutes.;Logging and Metrics Publication;Controls that collect, alert, and retain key-management events.;CCC.KeyMgmt.CN01 Alert on Key-version Changes;;Generate near-real-time alerts when a KMS key version is disabled or scheduled for deletion, enabling rapid investigation and recovery.;['tlp-amber', 'tlp-red'];Use native event services (e.g., CloudWatch Events, Azure Monitor, Cloud Audit Logs) to route notifications to an incident-response channel.;[{'ReferenceId': 'CCC', 'Identifiers': ['CCC.KeyMgmt.TH01']}];[{'ReferenceId': 'NIST-CSF', 'Identifiers': ['RS.AN-1']}, {'ReferenceId': 'NIST_800_53', 'Identifiers': ['IR-5']}];FAIL;No diagnostic settings found in subscription Azure subscription 1.;/subscriptions/4db9fc14-989b-40b7-be4d-5bde1c4d991a;Azure subscription 1;monitor_diagnostic_settings_exists;False
azure;Common Cloud Controls Catalog (CCC) for Azure;4db9fc14-989b-40b7-be4d-5bde1c4d991a;global;2026-04-07 15:21:07.449768;CCC.LB.CN01.AR02;When throttling is invoked, the load balancer MUST record the event in the access log within 5 minutes for alerting and trend analysis.;Logging & Monitoring;Controls that detect anomalous traffic and record load-balancer activity. ;CCC.LB.CN01 Enforce and Detect Rate Limiting;;Detect and throttle malicious or excessive requests to prevent downstream resource exhaustion and brute-force activity.;['tlp-green', 'tlp-amber', 'tlp-red'];Enable access logging and configure metric filters on HTTP 429 counts to trigger alerts. ;[{'ReferenceId': 'LB', 'Identifiers': ['CCC.LB.TH01', 'CCC.LB.TH09']}];[{'ReferenceId': 'NIST-CSF', 'Identifiers': ['DE.CM-1', 'PR.AC-7', 'PR.PT-4']}, {'ReferenceId': 'NIST_800_53', 'Identifiers': ['AU-6', 'SC-5', 'AC-7']}];FAIL;No diagnostic settings found in subscription Azure subscription 1.;/subscriptions/4db9fc14-989b-40b7-be4d-5bde1c4d991a;Azure subscription 1;monitor_diagnostic_settings_exists;False
azure;Common Cloud Controls Catalog (CCC) for Azure;4db9fc14-989b-40b7-be4d-5bde1c4d991a;global;2026-04-07 15:21:07.449768;CCC.LB.CN06.AR01;When more than 10 percent of targets change from healthy to unhealthy within five minutes, an alert MUST be issued.;Logging & Monitoring;Controls that detect anomalous traffic and record load-balancer activity. ;CCC.LB.CN06 Secure Health-Check Telemetry;;Monitor health-check endpoints for tampering and alert on abnormal status changes.;['tlp-green', 'tlp-amber', 'tlp-red'];Instrument metrics for health check results and target removal events. Configure monitoring alarms to alert on abnormal spikes in unhealthy targets. ;[{'ReferenceId': 'LB', 'Identifiers': ['CCC.LB.TH05']}];[{'ReferenceId': 'NIST-CSF', 'Identifiers': ['DE.AE-2']}, {'ReferenceId': 'NIST_800_53', 'Identifiers': ['SI-4']}];FAIL;No diagnostic settings found in subscription Azure subscription 1.;/subscriptions/4db9fc14-989b-40b7-be4d-5bde1c4d991a;Azure subscription 1;monitor_diagnostic_settings_exists;False
azure;Common Cloud Controls Catalog (CCC) for Azure;4db9fc14-989b-40b7-be4d-5bde1c4d991a;global;2026-04-07 15:21:07.449768;CCC.LB.CN04.AR01;When routing weights change, the request MUST originate from an explicitly defined and trusted identity and MUST be logged.;Identity and Access Management;Controls that restrict who can change or query load-balancer resources. ;CCC.LB.CN04 Enforce Distribution Policies;;Ensure traffic-splitting weights and algorithms are modified only by trusted identities.;['tlp-green', 'tlp-amber', 'tlp-red'];Define a list of trusted principals allowed to modify routing configurations. Enforce via conditional access policies, and log changes using audit logging. ;[{'ReferenceId': 'LB', 'Identifiers': ['CCC.LB.TH03']}];[{'ReferenceId': 'NIST-CSF', 'Identifiers': ['PR.AC-1']}, {'ReferenceId': 'NIST_800_53', 'Identifiers': ['AC-3']}];FAIL;No diagnostic settings found in subscription Azure subscription 1.;/subscriptions/4db9fc14-989b-40b7-be4d-5bde1c4d991a;Azure subscription 1;monitor_diagnostic_settings_exists;False
azure;Common Cloud Controls Catalog (CCC) for Azure;4db9fc14-989b-40b7-be4d-5bde1c4d991a;global;2026-04-07 15:21:07.449768;CCC.Logging.CN01.AR01;When a new cloud account is created, provider-level audit and network flow logging MUST be enabled by default and directed to the central sink.;Data;Controls related to the confidentiality, integrity and availability of log data. ;CCC.Logging.CN01 Centralized and Comprehensive Log Aggregation;;Ensure all operational and security logs from across the cloud environment, including applications, operating systems, network traffic, and cloud service activity, are captured automatically and streamed to a central, secure log management service.;['tlp-clear', 'tlp-green', 'tlp-amber', 'tlp-red'];;[{'ReferenceId': 'CCC', 'Identifiers': ['CCC.Logging.TH07']}];[{'ReferenceId': 'NIST-CSF', 'Identifiers': ['PR.PS-04']}, {'ReferenceId': 'NIST_800_53', 'Identifiers': ['AU-2', 'AU-3']}];FAIL;No diagnostic settings found in subscription Azure subscription 1.;/subscriptions/4db9fc14-989b-40b7-be4d-5bde1c4d991a;Azure subscription 1;monitor_diagnostic_settings_exists;False
azure;Common Cloud Controls Catalog (CCC) for Azure;4db9fc14-989b-40b7-be4d-5bde1c4d991a;global;2026-04-07 15:21:07.449768;CCC.Logging.CN01.AR02;When a new cloud compute resource is deployed, it MUST be configured to forward all relevant logs (e.g., OS, application, service logs) to the central log sink.;Data;Controls related to the confidentiality, integrity and availability of log data. ;CCC.Logging.CN01 Centralized and Comprehensive Log Aggregation;;Ensure all operational and security logs from across the cloud environment, including applications, operating systems, network traffic, and cloud service activity, are captured automatically and streamed to a central, secure log management service.;['tlp-clear', 'tlp-green', 'tlp-amber', 'tlp-red'];;[{'ReferenceId': 'CCC', 'Identifiers': ['CCC.Logging.TH07']}];[{'ReferenceId': 'NIST-CSF', 'Identifiers': ['PR.PS-04']}, {'ReferenceId': 'NIST_800_53', 'Identifiers': ['AU-2', 'AU-3']}];FAIL;No diagnostic settings found in subscription Azure subscription 1.;/subscriptions/4db9fc14-989b-40b7-be4d-5bde1c4d991a;Azure subscription 1;monitor_diagnostic_settings_exists;False
azure;Common Cloud Controls Catalog (CCC) for Azure;4db9fc14-989b-40b7-be4d-5bde1c4d991a;global;2026-04-07 15:21:07.449768;CCC.AuditLog.CN08.AR01;When an attempt is made to modify or delete data before the object lock period expires, then the action MUST be denied.;Data;Controls related to the confidentiality, integrity and availability of log data. ;CCC.Logging.CN03 Enable Object Lock On Log Bucket;;Ensure log immutability by enabling Write Once, Read Many (WORM) protection using object lock on log storage buckets. This prevents logs from being modified or deleted during the defined retention period, supporting compliance and forensic integrity.;['tlp-red', 'tlp-amber'];Configure object lock policy. ;[{'ReferenceId': 'CCC', 'Identifiers': ['CCC.TH07']}];[{'ReferenceId': 'NIST-CSF', 'Identifiers': ['PR.PS-04']}, {'ReferenceId': 'NIST_800_53', 'Identifiers': ['AU-9', 'AU-11']}];FAIL;No diagnostic settings found in subscription Azure subscription 1.;/subscriptions/4db9fc14-989b-40b7-be4d-5bde1c4d991a;Azure subscription 1;monitor_diagnostic_settings_exists;False
azure;Common Cloud Controls Catalog (CCC) for Azure;4db9fc14-989b-40b7-be4d-5bde1c4d991a;global;2026-04-07 15:21:07.449768;CCC.AuditLog.CN04.AR01;When restricted fields are accessed by unauthorized users, then those fields MUST remain masked.;Identity and Access Management;Controls that restrict who can access and modify logs. ;CCC.Logging.CN04 Restrict Field And Log Type Access;;Configure access to logs to follow the principle of least privilege in particular where technically possible limit the log fields users have access to to prevent accidental exposure to sensitive information such as PII.;['tlp-red', 'tlp-amber'];Review field level access controls on log data. ;[{'ReferenceId': 'CCC', 'Identifiers': ['CCC.Logging.TH04']}];[{'ReferenceId': 'NIST-CSF', 'Identifiers': ['PR.PS-04']}, {'ReferenceId': 'NIST_800_53', 'Identifiers': ['AC-6', 'AU-9', 'AC-3', 'PT-2', 'PT-3', 'PT-3']}];FAIL;No diagnostic settings found in subscription Azure subscription 1.;/subscriptions/4db9fc14-989b-40b7-be4d-5bde1c4d991a;Azure subscription 1;monitor_diagnostic_settings_exists;False
azure;Common Cloud Controls Catalog (CCC) for Azure;4db9fc14-989b-40b7-be4d-5bde1c4d991a;global;2026-04-07 15:21:07.449768;CCC.Logging.CN05.AR01;When a log storage bucket is created, the bucket's access control settings MUST explicitly deny public read and write access.;Identity and Access Management;Controls that restrict who can access and modify logs. ;CCC.Logging.CN05 Ensure Log Bucket is Not Publicly Accessible;;Ensure that log storage buckets are not publicly accessible to prevent unauthorized access to sensitive log data. In addition, logs should be replicated to another cloud region to enhance availability, durability, and support disaster recovery requirements.;['tlp-red', 'tlp-amber', 'tlp-green'];Configure bucket policies and access control lists (ACLs) to restrict public access. Regularly review bucket permissions to ensure no public access has been inadvertently granted. ;[{'ReferenceId': 'CCC', 'Identifiers': ['CCC.TH01']}];[{'ReferenceId': 'NIST-CSF', 'Identifiers': ['PR.AA-05']}, {'ReferenceId': 'NIST_800_53', 'Identifiers': ['AC-3', 'SC-7']}];FAIL;No diagnostic settings found in subscription Azure subscription 1.;/subscriptions/4db9fc14-989b-40b7-be4d-5bde1c4d991a;Azure subscription 1;monitor_diagnostic_settings_exists;False
azure;Common Cloud Controls Catalog (CCC) for Azure;4db9fc14-989b-40b7-be4d-5bde1c4d991a;global;2026-04-07 15:21:07.449768;CCC.Logging.CN05.AR02;When the URL of a log storage bucket's object is accessed publicly, the action MUST be denied by bucket policy.;Identity and Access Management;Controls that restrict who can access and modify logs. ;CCC.Logging.CN05 Ensure Log Bucket is Not Publicly Accessible;;Ensure that log storage buckets are not publicly accessible to prevent unauthorized access to sensitive log data. In addition, logs should be replicated to another cloud region to enhance availability, durability, and support disaster recovery requirements.;['tlp-red', 'tlp-amber', 'tlp-green'];Configure bucket policies and access control lists (ACLs) to restrict public access. Regularly review bucket permissions to ensure no public access has been inadvertently granted. ;[{'ReferenceId': 'CCC', 'Identifiers': ['CCC.TH01']}];[{'ReferenceId': 'NIST-CSF', 'Identifiers': ['PR.AA-05']}, {'ReferenceId': 'NIST_800_53', 'Identifiers': ['AC-3', 'SC-7']}];FAIL;No diagnostic settings found in subscription Azure subscription 1.;/subscriptions/4db9fc14-989b-40b7-be4d-5bde1c4d991a;Azure subscription 1;monitor_diagnostic_settings_exists;False
azure;Common Cloud Controls Catalog (CCC) for Azure;4db9fc14-989b-40b7-be4d-5bde1c4d991a;global;2026-04-07 15:21:07.449768;CCC.Logging.CN07.AR01;When an audit log event is recorded that corresponds to a modification of the logging service configuration such as disabling a log trail, deleting a log sink, or altering a log forwarding rule, an alert MUST be generated.;Logging and Monitoring;Controls that collect, alert, and retain logging-related events. ;CCC.Logging.CN07 Detect and Alert on Log Service Tampering;;Alert when any component of the critical logging infrastructure is disabled, modified, or deleted, indicating a defense evasion attempt.;['tlp-clear', 'tlp-green', 'tlp-amber', 'tlp-red'];;[{'ReferenceId': 'CCC', 'Identifiers': ['CCC.TH16']}];[{'ReferenceId': 'NIST-CSF', 'Identifiers': ['DE.CM-03', 'DE.CM-09']}, {'ReferenceId': 'NIST_800_53', 'Identifiers': ['SI-4', 'CA-7', 'AU-6']}];FAIL;No diagnostic settings found in subscription Azure subscription 1.;/subscriptions/4db9fc14-989b-40b7-be4d-5bde1c4d991a;Azure subscription 1;monitor_diagnostic_settings_exists;False
azure;Common Cloud Controls Catalog (CCC) for Azure;4db9fc14-989b-40b7-be4d-5bde1c4d991a;global;2026-04-07 15:21:07.449768;CCC.ObjStor.CN06.AR01;When an object storage bucket is accessed, the service MUST store access logs in a separate data store.;Data;TODO: Describe this control family;CCC.CN06 Prevent Deployment in Restricted Regions;CCC.ObjStor.C06 Access Logs are Stored in a Separate Data Store;Ensure that access logs for object storage buckets are stored in a separate data store to protect against unauthorized access, tampering, or deletion of logs (Logbuckets are exempt from this requirement, but must be tlp-red).;['tlp-amber', 'tlp-red'];;[{'ReferenceId': 'CCC', 'Identifiers': ['CCC.TH07', 'CCC.TH09']}];[{'ReferenceId': 'NIST-CSF', 'Identifiers': ['PR.DS-6']}, {'ReferenceId': 'CCM', 'Identifiers': ['DSP-07', 'DSP-17']}, {'ReferenceId': 'ISO_27001', 'Identifiers': ['2022 A.8.15.0']}, {'ReferenceId': 'NIST_800_53', 'Identifiers': ['AU-9', 'SC-28']}];FAIL;No diagnostic settings found in subscription Azure subscription 1.;/subscriptions/4db9fc14-989b-40b7-be4d-5bde1c4d991a;Azure subscription 1;monitor_diagnostic_settings_exists;False
azure;Common Cloud Controls Catalog (CCC) for Azure;4db9fc14-989b-40b7-be4d-5bde1c4d991a;global;2026-04-07 15:21:07.449768;CCC.Monitor.CN01.AR01;When an External Monitoring system exceeds the anticipated rate of monitoring checks then Rate Limiting MUST be applied and an Audit Alert MUST be generated.;Logging & Monitoring;Controls that collect, alert, and retain events from other monitoring services.;CCC.Monitor.CN01 Rate Limiting on External Monitoring;;Prevent DoS attacks using External Monitoring tools.;['tlp-clear', 'tlp-green', 'tlp-amber', 'tlp-red'];;[{'ReferenceId': 'CCC', 'Identifiers': ['CCC.Monitor.TH03']}];[{'ReferenceId': 'NIST-CSF', 'Identifiers': ['PR.IR-01', 'DE.CM-01']}, {'ReferenceId': 'NIST_800_53', 'Identifiers': ['SC-5', 'SC-7']}];FAIL;No diagnostic settings found in subscription Azure subscription 1.;/subscriptions/4db9fc14-989b-40b7-be4d-5bde1c4d991a;Azure subscription 1;monitor_diagnostic_settings_exists;False
azure;Common Cloud Controls Catalog (CCC) for Azure;4db9fc14-989b-40b7-be4d-5bde1c4d991a;global;2026-04-07 15:21:07.449768;CCC.Core.CN09.AR01;When the service is operational, its logs and any child resource logs MUST NOT be accessible from the resource they record access to.;Data;The Data control family ensures the confidentiality, integrity, availability, and sovereignty of data across its lifecycle. These controls govern how data is transmitted, stored, replicated, and protected from unauthorized access, tampering, or exposure beyond defined trust perimeters. ;CCC.Core.CN09 Ensure Integrity of Access Logs;;Ensure that access logs are always recorded to an external location that cannot be manipulated from the context of the service(s) it contains logs for.;['tlp-clear', 'tlp-green', 'tlp-amber', 'tlp-red'];;[{'ReferenceId': 'CCC', 'Identifiers': ['CCC.TH07', 'CCC.TH09', 'CCC.TH04']}];[{'ReferenceId': 'NIST-CSF', 'Identifiers': ['PR.DS-6']}, {'ReferenceId': 'NIST_800_53', 'Identifiers': ['AU-9']}, {'ReferenceId': 'CCM', 'Identifiers': ['LOG-02', 'LOG-04', 'LOG-09']}];FAIL;No diagnostic settings found in subscription Azure subscription 1.;/subscriptions/4db9fc14-989b-40b7-be4d-5bde1c4d991a;Azure subscription 1;monitor_diagnostic_settings_exists;False
azure;Common Cloud Controls Catalog (CCC) for Azure;4db9fc14-989b-40b7-be4d-5bde1c4d991a;global;2026-04-07 15:21:07.449768;CCC.Core.CN09.AR02;When the service is operational, disabling the logs for the service or its child resources MUST NOT be possible without also disabling the corresponding resource.;Data;The Data control family ensures the confidentiality, integrity, availability, and sovereignty of data across its lifecycle. These controls govern how data is transmitted, stored, replicated, and protected from unauthorized access, tampering, or exposure beyond defined trust perimeters. ;CCC.Core.CN09 Ensure Integrity of Access Logs;;Ensure that access logs are always recorded to an external location that cannot be manipulated from the context of the service(s) it contains logs for.;['tlp-clear', 'tlp-green', 'tlp-amber', 'tlp-red'];No normal business operations should disable logs, as this could indicate an attempt to cover up unauthorized access. Ensure that logging mechanisms are tightly integrated with service operations, so that logging cannot be disabled without stopping the service itself. ;[{'ReferenceId': 'CCC', 'Identifiers': ['CCC.TH07', 'CCC.TH09', 'CCC.TH04']}];[{'ReferenceId': 'NIST-CSF', 'Identifiers': ['PR.DS-6']}, {'ReferenceId': 'NIST_800_53', 'Identifiers': ['AU-9']}, {'ReferenceId': 'CCM', 'Identifiers': ['LOG-02', 'LOG-04', 'LOG-09']}];FAIL;No diagnostic settings found in subscription Azure subscription 1.;/subscriptions/4db9fc14-989b-40b7-be4d-5bde1c4d991a;Azure subscription 1;monitor_diagnostic_settings_exists;False
azure;Common Cloud Controls Catalog (CCC) for Azure;4db9fc14-989b-40b7-be4d-5bde1c4d991a;global;2026-04-07 15:21:07.449768;CCC.Core.CN09.AR03;When the service is operational, any attempt to redirect logs for the service or its child resources MUST NOT be possible without halting operation of the corresponding resource and publishing corresponding events to monitored channels.;Data;The Data control family ensures the confidentiality, integrity, availability, and sovereignty of data across its lifecycle. These controls govern how data is transmitted, stored, replicated, and protected from unauthorized access, tampering, or exposure beyond defined trust perimeters. ;CCC.Core.CN09 Ensure Integrity of Access Logs;;Ensure that access logs are always recorded to an external location that cannot be manipulated from the context of the service(s) it contains logs for.;['tlp-amber', 'tlp-red'];No normal business operations should result in the redirection of logs, as this could indicate an attempt to cover up unauthorized access. Ensure that logging configurations are immutable during service operation so that any changes require stopping the service and publishing corresponding events to monitored channels. ;[{'ReferenceId': 'CCC', 'Identifiers': ['CCC.TH07', 'CCC.TH09', 'CCC.TH04']}];[{'ReferenceId': 'NIST-CSF', 'Identifiers': ['PR.DS-6']}, {'ReferenceId': 'NIST_800_53', 'Identifiers': ['AU-9']}, {'ReferenceId': 'CCM', 'Identifiers': ['LOG-02', 'LOG-04', 'LOG-09']}];FAIL;No diagnostic settings found in subscription Azure subscription 1.;/subscriptions/4db9fc14-989b-40b7-be4d-5bde1c4d991a;Azure subscription 1;monitor_diagnostic_settings_exists;False
azure;Common Cloud Controls Catalog (CCC) for Azure;4db9fc14-989b-40b7-be4d-5bde1c4d991a;global;2026-04-07 15:21:07.449768;CCC.Core.CN04.AR01;When administrative access or configuration change is attempted on the service or a child resource, the service MUST log the client identity, time, and result of the attempt.;Logging & Monitoring;The Logging & Monitoring control family ensures that access, changes, and security-relevant events are captured, monitored, and alerted on in order to provide visibility, support incident response, and meet compliance requirements. ;CCC.Core.CN04 Log All Access and Changes;;Ensure that all access attempts are logged to maintain a detailed audit trail for security and compliance purposes.;['tlp-clear', 'tlp-green', 'tlp-amber', 'tlp-red'];;[{'ReferenceId': 'CCC', 'Identifiers': ['CCC.TH01']}];[{'ReferenceId': 'NIST-CSF', 'Identifiers': ['DE.AE-3']}, {'ReferenceId': 'CCM', 'Identifiers': ['LOG-08']}, {'ReferenceId': 'NIST_800_53', 'Identifiers': ['AU-2', 'AU-3', 'AU-12']}];FAIL;No diagnostic settings found in subscription Azure subscription 1.;/subscriptions/4db9fc14-989b-40b7-be4d-5bde1c4d991a;Azure subscription 1;monitor_diagnostic_settings_exists;False
azure;Common Cloud Controls Catalog (CCC) for Azure;4db9fc14-989b-40b7-be4d-5bde1c4d991a;global;2026-04-07 15:21:07.449768;CCC.Core.CN04.AR02;When any attempt is made to modify data on the service or a child resource, the service MUST log the client identity, time, and result of the attempt.;Logging & Monitoring;The Logging & Monitoring control family ensures that access, changes, and security-relevant events are captured, monitored, and alerted on in order to provide visibility, support incident response, and meet compliance requirements. ;CCC.Core.CN04 Log All Access and Changes;;Ensure that all access attempts are logged to maintain a detailed audit trail for security and compliance purposes.;['tlp-amber', 'tlp-red'];;[{'ReferenceId': 'CCC', 'Identifiers': ['CCC.TH01']}];[{'ReferenceId': 'NIST-CSF', 'Identifiers': ['DE.AE-3']}, {'ReferenceId': 'CCM', 'Identifiers': ['LOG-08']}, {'ReferenceId': 'NIST_800_53', 'Identifiers': ['AU-2', 'AU-3', 'AU-12']}];FAIL;No diagnostic settings found in subscription Azure subscription 1.;/subscriptions/4db9fc14-989b-40b7-be4d-5bde1c4d991a;Azure subscription 1;monitor_diagnostic_settings_exists;False
